in_province,in_city,out_province,out_city,交通和通信,其他用品和服务,医疗保健,教育、文化和娱乐,生活用品及服务,衣着,食品烟酒
安徽,马鞍山市,广东,广州,0.513976645,0.387412622,0.803016799,0.595263336,0.439239217,0.599306083,0.524500036
安徽,马鞍山市,广东,惠州,0,0,0.260048059,0,0,0,0
安徽,马鞍山市,江苏,南京,0.934088383,0.146561915,0.025376049,0.890186126,0.840337644,0.876152702,0.623554843
安徽,马鞍山市,江苏,南通,0,0.093660942,0,0,0,0,0
安徽,马鞍山市,江苏,宿迁,0.459093547,0.418100976,0.0127905,0.653144104,0.782503018,0,0.540100222
安徽,马鞍山市,江苏,无锡,0,0,0,0,0,0,0.778765013
安徽,马鞍山市,江苏,泰州,0.26773561,0.373612224,0.549434205,0.997186031,0.769906947,0,0.215885729
安徽,马鞍山市,江苏,苏州,0.134253901,0.006144049,0.037709557,0.076584022,0.329982355,0.474525353,0.026076183
安徽,马鞍山市,江西,南昌,0,0,0,0,0.851854755,0,0
安徽,马鞍山市,河北,唐山,0,0,0,0.627351852,0,0,0
安徽,马鞍山市,河北,廊坊,0,0.494256044,0,0.63332634,0,0,0.08123051
安徽,马鞍山市,河北,张家口,0,0,0,0,0.549770258,0,0
安徽,马鞍山市,河南,郑州,0,0.628700992,0,0.44131234,0.869842463,0,0
安徽,马鞍山市,河南,驻马店,0,0,0,0.575471054,0,0,0.766881068
安徽,马鞍山市,浙江,宁波,0.011262268,0.958179232,0.488374072,0.94700466,0.029054795,0,0.098402909
安徽,马鞍山市,浙江,杭州,0.287892793,0.406425518,0.800776947,0.185761924,0.776161106,0.152332023,0.473183037
安徽,马鞍山市,湖北,武汉,0.482785736,0.166782925,0.052990154,0.735353099,0.694949537,0.500989465,0.334328057
安徽,马鞍山市,福建,厦门,0.351861482,0,0,0,0,0,0
安徽,马鞍山市,辽宁,沈阳,0.695055309,0.951291142,0.91130245,0.121894915,0.674408679,0.59963419,0.096496563
安徽,马鞍山市,重庆,重庆,0.956876981,0.388198283,0.675621949,0.342758379,0.209441873,0,0.876784886
安徽,马鞍山市,陕西,西安,0.039208622,0.301452571,0.071232763,0.630647722,0,0.53701896,0.704738862
安徽,马鞍山市,香港,香港,0,0.429693005,0,0.871010931,0.546573858,0,0
安徽,黄山市,上海,上海,0.359108199,0.585957332,0.462104512,0.217634944,0.994143319,0.139824128,0.553553564
安徽,黄山市,北京,北京,0.638113329,0.16587469,0.030276301,0.459084369,0.13495439,0.426619208,0.356586167
安徽,黄山市,四川,德阳,0,0.60080898,0.755233636,0,0,0,0
安徽,黄山市,四川,成都,0.619369694,0.495068676,0.951932536,0.791038489,0.428488514,0.764472339,0
安徽,黄山市,天津,天津,0,0.271412762,0.28222825,0.711905633,0.949094202,0,0.198231304
安徽,黄山市,安徽,合肥,0.869372266,0.136258192,0,0.971046294,0.803475217,0,0.712818179
安徽,黄山市,山东,德州,0,0.096212071,0.850115808,0.184694108,0.320210964,0.705795572,0.091437995
安徽,黄山市,山东,济南,0,0.313486805,0,0.542641724,0,0,0.902722608
安徽,黄山市,山东,青岛,0,0,0.383353303,0,0,0,0
安徽,黄山市,山西,大同,0.78860371,0,0,0,0,0,0
安徽,黄山市,广东,东莞,0,0,0,0.722080923,0,0,0
安徽,黄山市,广东,佛山,0,0.841249446,0,0,0.862282213,0,0.807474305
安徽,黄山市,广东,广州,0.255097608,0.440466414,0.567404997,0.98469936,0.498515443,0.175782105,0.665963464
安徽,黄山市,广东,惠州,0,0,0.555388406,0,0,0,0
安徽,黄山市,江苏,南京,0.848503618,0.666089046,0.338097544,0.825300839,0.76874505,0.315832102,0.555446741
安徽,黄山市,江苏,南通,0,0.448723658,0,0,0,0,0
安徽,黄山市,江苏,宿迁,0.370830792,0.645042306,0,0.860926358,0.823426675,0,0.046610835
安徽,黄山市,江苏,泰州,0.038207533,0.76837168,0,0.20754505,0.183086119,0,0.154756308
安徽,黄山市,江苏,苏州,0.580647257,0.266864997,0.72067753,0.777409058,0.960642978,0.079499222,0.784909982
安徽,黄山市,河北,廊坊,0,0.501369437,0,0.903261476,0.22023025,0,0.630604961
安徽,黄山市,河北,张家口,0,0,0,0,0,0,0.253131926
安徽,黄山市,河南,郑州,0,0.696231464,0,0.972595194,0.111978947,0,0
安徽,黄山市,浙江,宁波,0.63711035,0.728890831,0.863051035,0.292921406,0.569716123,0,0.501345227
安徽,黄山市,浙江,杭州,0.982545181,0.531284811,0.420631465,0.673385669,0.561350801,0,0.324113233
安徽,黄山市,湖北,武汉,0,0.427304484,0,0.786859092,0.028655107,0.679967058,0.732175002
安徽,黄山市,辽宁,沈阳,0,0,0,0.099971079,0,0,0
安徽,黄山市,重庆,重庆,0.015506964,0.509001506,0.530140751,0,0.677284958,0,0
安徽,黄山市,陕西,西安,0.835024751,0.368374074,0.244693934,0.38257437,0,0.088920965,0.479067125
安徽,黄山市,香港,香港,0,0.401047178,0,0.497246005,0.708635732,0,0
山东,东营市,上海,上海,0.718108009,0.06031387,0.293716099,0.025214986,0.83189536,0.805849627,0.917407742
山东,东营市,内蒙古,呼和浩特,0.327054413,0.977390171,0.485862532,0.840752114,0.40036161,0,0.324688725
山东,东营市,内蒙古,赤峰,0,0,0,0,0.674934514,0,0
山东,东营市,北京,北京,0.971949763,0.151895508,0.213103842,0.504417944,0.296557088,0.044632906,0.71826508
山东,东营市,吉林,长春,0,0,0,0,0.932359208,0,0
山东,东营市,四川,德阳,0,0.237325943,0,0,0.963831121,0,0.454800741
山东,东营市,四川,成都,0.818362751,0.471810515,0.49813413,0.93092246,0.771363364,0.087718264,0.840151958
山东,东营市,天津,天津,0.048882526,0.46291286,0.783694462,0.857348779,0.22373803,0.294993128,0.192224873
山东,东营市,宁夏,银川,0,0,0,0,0,0,0.613906695
山东,东营市,山东,德州,0.479593895,0.31448708,0.398685131,0.319909648,0.853311556,0.889925072,0.427448319
山东,东营市,山东,济南,0.250708646,0.935965144,0,0.531033668,0.869977565,0,0.577044087
山东,东营市,山东,济宁,0.381022179,0.435768429,0.915436395,0.01803098,0.084265037,0,0.835178735
山东,东营市,山东,潍坊,0,0.170437419,0,0.253933541,0.105137094,0,0
山东,东营市,山东,青岛,0.541448197,0.037360537,0.342490847,0.495203865,0.844872304,0.430532324,0.023900384
山东,东营市,山西,临汾,0.337407767,0.449664304,0,0.614678133,0.026417069,0,0.306168051
山东,东营市,山西,大同,0.189136281,0.692712254,0.186952935,0.802962292,0.82964104,0,0.975063898
山东,东营市,山西,太原,0.55016082,0.674320025,0.270378683,0.731278612,0.672505424,0,0.288706374
山东,东营市,广东,东莞,0,0,0,0.793092467,0.17903989,0,0
山东,东营市,广东,佛山,0,0.608144165,0,0.619212182,0.883978801,0,0.582622599
山东,东营市,广东,广州,0.043083113,0.14488277,0.508518565,0.895970059,0.05086299,0.673244267,0.304232144
山东,东营市,广东,惠州,0,0,0.765323854,0,0,0,0
山东,东营市,广西,柳州,0,0,0,0.827459079,0,0,0.656804184
山东,东营市,江苏,南京,0,0,0,0.267128848,0,0,0
山东,东营市,江苏,南通,0,0.445166,0,0,0,0,0
山东,东营市,江苏,宿迁,0.667063959,0.146453346,0,0,0.179644448,0.117091666,0
山东,东营市,江苏,泰州,0,0,0,0,0,0,0.310306618
山东,东营市,江苏,苏州,0.683483839,0.70592029,0,0.895407111,0.218441452,0,0.37634672
山东,东营市,江西,南昌,0,0,0,0,0.037823764,0,0
山东,东营市,河北,唐山,0.502724359,0.946295567,0,0.914963211,0.824753191,0,0.672995043
山东,东营市,河北,廊坊,0.811260506,0.720293518,0.613336206,0.937111393,0.298341054,0.538933078,0.193921691
山东,东营市,河北,张家口,0,0,0,0.727649,0.874654348,0,0
山东,东营市,河北,石家庄,0.337865434,0.627243131,0,0.292128749,0.287141121,0,0.509077102
山东,东营市,河南,郑州,0,0,0.036117692,0.484719078,0.192136264,0,0
山东,东营市,浙江,宁波,0.934111969,0.636302802,0.845790163,0.88014288,0.003059545,0,0.254463392
山东,东营市,浙江,杭州,0,0,0,0.272742836,0.497367648,0.865402141,0
山东,东营市,湖北,武汉,0.511691447,0.839988128,0,0.774569193,0.376537226,0.713532324,0.096489098
山东,东营市,福建,厦门,0,0.636490592,0,0,0,0,0
山东,东营市,贵州,贵阳,0,0,0,0,0,0.911383834,0
山东,东营市,辽宁,大连,0,0,0,0.229271154,0,0,0
山东,东营市,辽宁,沈阳,0.287692147,0.922721456,0.101676711,0.471859401,0.214790664,0.441721425,0.036133674
山东,东营市,重庆,重庆,0.552925414,0.101205046,0.59244959,0.457617221,0.645812618,0,0.998299931
山东,东营市,陕西,西安,0.235265945,0.947531518,0,0.703325766,0.255606166,0.939724561,0.448096762
山东,东营市,香港,香港,0,0.381413249,0,0.194460703,0.589079633,0,0
山东,临沂市,上海,上海,0.180594908,0.272183341,0.710541827,0.419280556,0.243804945,0.18362638,0.979607576
山东,临沂市,云南,昆明,0,0,0,0.581278857,0,0,0
山东,临沂市,内蒙古,呼和浩特,0.698026403,0.433147342,0,0.843765649,0.967923814,0,0.631799306
山东,临沂市,北京,北京,0.732056438,0.546090304,0.97492382,0.868480823,0.32003992,0.807838761,0.97695384
山东,临沂市,吉林,长春,0,0,0,0,0.085423067,0,0.404516681
山东,临沂市,四川,南充,0,0,0,0,0.396674165,0,0
山东,临沂市,四川,德阳,0,0.017673265,0.232419265,0,0.719524425,0,0.395623591
山东,临沂市,四川,成都,0.922075895,0.423424867,0.157924804,0.665624763,0.599907538,0.747008669,0.140366889
山东,临沂市,天津,天津,0.877098348,0.319495444,0.742168737,0.029753236,0.732655455,0.605137563,0.144510059
山东,临沂市,宁夏,银川,0.356488069,0,0,0.605636581,0.556689361,0,0.617698872
山东,临沂市,山东,德州,0.936938,0.392547878,0.358450993,0.70651041,0.114590374,0.2018481,0.477862233
山东,临沂市,山东,济南,0.55489057,0.372426399,0.923121237,0.417302886,0.905632933,0,0.17908661
山东,临沂市,山东,济宁,0.537779881,0.865321154,0.447084295,0.203421958,0.846212544,0.263359004,0.234088051
山东,临沂市,山东,青岛,0.874835149,0.155468059,0.863563651,0.836897181,0.476677757,0,0.736665648
山东,临沂市,山西,临汾,0.75130464,0.129373558,0.999636367,0.44605514,0.139430183,0,0.400518148
山东,临沂市,山西,大同,0.413294853,0,0,0.544502358,0.070458465,0,0.63533129
山东,临沂市,山西,太原,0,0,0,0.006265725,0.806836417,0,0.898854213
山东,临沂市,广东,东莞,0,0.300334537,0,0.019862282,0.681816602,0,0
山东,临沂市,广东,佛山,0.185547166,0.841423622,0,0.908497819,0.03113815,0,0.45185634
山东,临沂市,广东,广州,0.191981886,0.77006777,0.704781785,0.403588993,0.595362335,0.307114116,0.349304921
山东,临沂市,广东,惠州,0,0,0.702302389,0.060267022,0.82993664,0,0
山东,临沂市,广西,柳州,0,0,0,0.241927439,0.521491738,0,0
山东,临沂市,新疆,乌鲁木齐,0,0,0,0,0.677640037,0,0
山东,临沂市,江苏,南京,0.344814836,0,0,0.718185715,0,0.479649105,0
山东,临沂市,江苏,南通,0,0.619969375,0,0,0,0,0
山东,临沂市,江苏,宿迁,0.369776862,0.136138546,0,0.053657229,0,0.633755133,0.735888896
山东,临沂市,江苏,泰州,0.564385433,0.397707767,0,0.946189152,0,0,0
山东,临沂市,江苏,苏州,0.098799287,0.78099844,0.035308082,0.155752951,0.846083896,0,0.162900204
山东,临沂市,江西,南昌,0.848756403,0,0,0.999014252,0.080811707,0,0.895986728
山东,临沂市,河北,保定,0.168678859,0,0,0,0,0,0
山东,临沂市,河北,唐山,0.396671974,0.801830046,0,0.802230462,0.628117247,0,0.221110591
山东,临沂市,河北,廊坊,0.067244762,0.43769648,0.340609058,0.448047912,0.292914885,0.608371674,0.352164587
山东,临沂市,河北,张家口,0,0,0,0.35774936,0.859612799,0,0.810550596
山东,临沂市,河北,石家庄,0,0.523497431,0,0.254441626,0.901810094,0,0.207320018
山东,临沂市,河南,郑州,0,0.02386569,0,0.220098713,0.810249369,0,0
山东,临沂市,河南,驻马店,0,0,0,0.459042998,0.57715848,0,0.194170864
山东,临沂市,浙江,宁波,0.43403276,0.386134218,0.049696036,0.128799921,0.223918162,0,0.865467533
山东,临沂市,浙江,杭州,0.041175353,0,0,0.224740374,0.618420757,0,0
山东,临沂市,湖北,武汉,0.473239865,0.436617791,0.515527743,0.30562628,0.915094054,0.109213076,0.447861214
山东,临沂市,湖北,荆州,0.624688679,0,0,0.288586765,0.525152432,0,0
山东,临沂市,湖南,衡阳,0,0,0,0,0,0.728852144,0
山东,临沂市,辽宁,沈阳,0.176335265,0.368053845,0.564864802,0.052441259,0.595407982,0.721680509,0.110013889
山东,临沂市,重庆,重庆,0.971918447,0.349267305,0.148554255,0.381837664,0.662486876,0.533553189,0.966154417
山东,临沂市,陕西,西安,0.514164436,0.60314554,0.157442686,0.069068335,0.108505511,0.516414573,0.061352396
山东,临沂市,青海,西宁,0,0,0,0.509022281,0.996102858,0,0
山东,临沂市,香港,香港,0,0.873607591,0,0.433580248,0.066674863,0.897430688,0
山东,威海市,上海,上海,0.449351691,0.434130646,0.063439311,0.130886201,0.530316651,0.723312283,0.518392075
山东,威海市,内蒙古,呼和浩特,0.628378298,0.502715123,0.142301908,0.679102495,0.691489212,0.889614166,0.290062418
山东,威海市,北京,北京,0.920125049,0.166497989,0.591911232,0.250149038,0.458314539,0.992050034,0.23069137
山东,威海市,吉林,长春,0.556516946,0,0,0.583337414,0,0,0
山东,威海市,四川,德阳,0,0.76899218,0.559121897,0,0.599005973,0,0.317093896
山东,威海市,四川,成都,0.405231302,0.342948477,0.912275366,0.46956461,0.984523042,0.036517483,0.967009965
山东,威海市,天津,天津,0.033641136,0.102476265,0.25145681,0.090364879,0.799281629,0.380014949,0.769400241
山东,威海市,宁夏,银川,0,0,0,0.398818736,0,0,0.805746826
山东,威海市,安徽,合肥,0,0,0,0.662468622,0,0.330148442,0
山东,威海市,山东,德州,0.956934839,0.545133605,0.694438752,0.854816853,0.497726091,0.031616101,0.687955233
山东,威海市,山东,济南,0.427644855,0.47783294,0,0.198433175,0.044254148,0,0.232126117
山东,威海市,山东,济宁,0.892646593,0.143107757,0.279484649,0.842039311,0.169261164,0,0.260954797
山东,威海市,山东,青岛,0.043900773,0.088867794,0.759730789,0.980760281,0.736815062,0.528806564,0.524196354
山东,威海市,山西,临汾,0.76459014,0.205532179,0.853254595,0.642044821,0.161220372,0,0.074271511
山东,威海市,山西,大同,0.997780984,0.44327432,0.49982193,0.019920756,0.649865079,0,0.506146513
山东,威海市,山西,太原,0.088005023,0.743400738,0,0.838943024,0.461690783,0,0.120473093
山东,威海市,广东,东莞,0,0,0,0.572291002,0.890692516,0,0.02828243
山东,威海市,广东,佛山,0,0.877620423,0,0,0.655758355,0,0.27683478
山东,威海市,广东,广州,0.299739318,0.138641021,0.125405339,0.492509323,0.425042679,0.851507906,0.750996335
山东,威海市,广东,惠州,0,0,0.496786222,0,0,0,0
山东,威海市,广西,柳州,0,0,0,0.601426913,0.076236295,0,0
山东,威海市,新疆,乌鲁木齐,0,0.617920134,0,0,0,0,0
山东,威海市,江苏,南京,0,0,0,0.559744803,0,0.612997559,0.716184629
山东,威海市,江苏,南通,0,0.75284032,0,0,0,0,0
山东,威海市,江苏,宿迁,0,0,0,0.92808335,0.800897711,0,0
山东,威海市,江苏,泰州,0.577867,0,0,0,0.054898297,0,0.385730805
山东,威海市,江苏,苏州,0.191506925,0.405371454,0,0.553916506,0.234622408,0,0.979453916
山东,威海市,河北,保定,0,0,0,0.478687233,0,0,0
山东,威海市,河北,唐山,0.179070919,0.878015031,0.707120048,0.453285633,0.997706434,0,0.563320439
山东,威海市,河北,廊坊,0.251091886,0.816072429,0.602222605,0.117198316,0.071284366,0.843890508,0.628703961
山东,威海市,河北,张家口,0,0,0,0,0.501501872,0,0
山东,威海市,河北,石家庄,0.883368578,0.412790469,0.727132692,0.641844447,0.226299281,0,0.399792751
山东,威海市,河南,郑州,0.628986647,0.087104225,0,0.301016024,0.794611556,0,0
山东,威海市,河南,驻马店,0.771832371,0,0,0.278670636,0,0,0.654200241
山东,威海市,浙江,宁波,0.737116882,0.183195741,0.621272385,0.267273875,0.476583872,0,0.049979752
山东,威海市,浙江,杭州,0.164951868,0,0,0,0.732396556,0,0
山东,威海市,海南,海口,0,0,0,0,0.79813207,0,0
山东,威海市,湖北,武汉,0.132374481,0.416930322,0.581313873,0.209487937,0.806862945,0.817371402,0.230402684
山东,威海市,湖北,荆州,0,0,0,0,0.003058894,0,0
山东,威海市,湖南,衡阳,0.693193702,0,0,0,0,0,0
山东,威海市,湖南,长沙,0,0,0,0,0,0,0.445235335
山东,威海市,福建,厦门,0,0,0,0.609671862,0,0.707351149,0
山东,威海市,福建,福州,0,0,0,0,0.537845075,0,0
山东,威海市,西藏,拉萨,0,0,0,0.813524448,0,0,0
山东,威海市,辽宁,沈阳,0.565523421,0.170837379,0.086785131,0.736019214,0.009240713,0.989900222,0.152075869
山东,威海市,辽宁,锦州,0,0,0,0.435465595,0,0,0
山东,威海市,重庆,重庆,0.845469222,0.762042597,0.355911778,0,0.444137617,0,0.161424282
山东,威海市,陕西,西安,0.961920662,0.631153462,0.610480555,0.211419089,0.95392146,0.156136877,0.266784128
山东,威海市,青海,西宁,0,0,0,0,0.179421014,0,0
山东,威海市,香港,香港,0,0.076299255,0,0.729088763,0.176416359,0,0
山东,德州市,上海,上海,0.626246739,0.20703778,0.309829584,0.445299027,0.515468071,0.931038514,0.03667219
山东,德州市,云南,昆明,0,0,0,0.921832573,0,0,0
山东,德州市,内蒙古,呼和浩特,0,0.353424457,0,0,0.390595596,0,0.498956484
山东,德州市,北京,北京,0.713640703,0.578329452,0.023434607,0.904121581,0.952602427,0.92793337,0.845874681
山东,德州市,吉林,长春,0,0,0,0,0.03912139,0,0
山东,德州市,四川,德阳,0,0.162869851,0.55405661,0,0.045998909,0,0.119334756
山东,德州市,四川,成都,0.026899089,0.761507162,0.664089638,0.037733215,0.019691129,0.904030177,0.439657825
山东,德州市,天津,天津,0.027620275,0.045450927,0.069546178,0.353593656,0.177598988,0.874782513,0.836198097
山东,德州市,宁夏,银川,0,0,0,0,0.959621782,0,0
山东,德州市,山东,德州,0.783882864,0.387289952,0.395290385,0.184781514,0.079489116,0.908094093,0.417502492
山东,德州市,山东,济南,0.393074315,0.882586388,0.021625955,0.23181099,0.993550462,0,0.775164729
山东,德州市,山东,济宁,0.773380008,0,0,0.322863876,0,0,0
山东,德州市,山东,青岛,0.354080377,0.296374122,0.488756347,0.887964919,0.890440338,0,0
山东,德州市,山西,临汾,0.209928744,0,0,0,0,0,0
山东,德州市,山西,大同,0,0,0,0.808418165,0.147237081,0,0
山东,德州市,山西,太原,0.164688626,0,0,0,0,0,0
山东,德州市,广东,东莞,0,0,0,0.863343137,0.612158356,0,0.269746091
山东,德州市,广东,佛山,0.363694107,0.331590379,0,0.521740185,0.912688108,0,0.265900078
山东,德州市,广东,广州,0.853327524,0.082717909,0.290875375,0.242614706,0.159588736,0.053175799,0.482682686
山东,德州市,广东,惠州,0,0,0.734947081,0.005846369,0.596869847,0,0
山东,德州市,广西,柳州,0,0,0,0,0.420779191,0,0.583294494
山东,德州市,新疆,乌鲁木齐,0,0,0,0,0.336849876,0,0
山东,德州市,江苏,南京,0,0,0,0.912656113,0,0,0
山东,德州市,江苏,南通,0,0.944376095,0,0,0,0,0
山东,德州市,江苏,宿迁,0,0.700063085,0,0,0,0,0
山东,德州市,江苏,泰州,0.462586987,0,0,0.642358862,0.351952255,0,0
山东,德州市,江苏,苏州,0.350017397,0.739991939,0,0.805093317,0.127358091,0,0.193449467
山东,德州市,江西,南昌,0.548558875,0,0,0.538976447,0.163099538,0,0
山东,德州市,河北,唐山,0.760929502,0,0,0,0.463916219,0,0
山东,德州市,河北,廊坊,0.903990734,0.664632089,0.384029989,0.595653666,0.221857681,0.157413065,0.608458741
山东,德州市,河北,张家口,0.342436318,0,0,0.28417626,0.438612246,0,0
山东,德州市,河北,石家庄,0,0.609638081,0,0,0,0,0
山东,德州市,河南,洛阳,0,0,0,0.059611848,0,0,0
山东,德州市,河南,郑州,0.034316496,0,0.803422028,0.3900335,0.67202927,0,0
山东,德州市,河南,驻马店,0.048884378,0.771096763,0,0.331935273,0.905701931,0,0
山东,德州市,浙江,宁波,0.800781621,0.029266655,0.29050998,0.826259559,0.994898298,0,0.039333198
山东,德州市,浙江,杭州,0.085212051,0,0,0,0.343971114,0,0
山东,德州市,湖北,武汉,0.909321931,0.394647406,0.708679177,0.496074144,0.343171687,0.026335335,0.646604027
山东,德州市,湖北,荆州,0,0,0,0,0.510327239,0,0
山东,德州市,福建,厦门,0,0,0,0.46296697,0.026182659,0,0
山东,德州市,辽宁,沈阳,0.967262954,0.606087282,0.755193903,0.91840825,0.127354395,0.358166476,0.751120423
山东,德州市,重庆,重庆,0.970693695,0.175817353,0.743585669,0.976936107,0.438296192,0,0
山东,德州市,陕西,西安,0.703933109,0.009064372,0.748908415,0.234533668,0.676227141,0.69654115,0.659506419
山东,德州市,青海,西宁,0,0,0,0.964625941,0.546281738,0,0
山东,德州市,香港,香港,0,0.721113584,0,0.116353096,0.217308335,0,0
山东,日照市,上海,上海,0.665042928,0.52689275,0.464549566,0.647520577,0.447394767,0.948072795,0.670228561
山东,日照市,内蒙古,呼和浩特,0.894991373,0.46441464,0.479166013,0.873615646,0.501582727,0.652040555,0.674492018
山东,日照市,内蒙古,赤峰,0,0,0,0,0,0,0.329937367
山东,日照市,北京,北京,0.393137857,0.539181035,0.969348701,0.940580246,0.071098673,0.079050313,0.786657849
山东,日照市,吉林,长春,0,0,0,0,0.062851231,0,0
山东,日照市,四川,德阳,0,0.241265119,0.931571563,0,0.725010287,0,0.747460732
山东,日照市,四川,成都,0.77428163,0.246104628,0.48695802,0.481890958,0.723046273,0.301048219,0.695200012
山东,日照市,天津,天津,0.704223258,0.808530577,0.721488889,0.500891342,0.820421422,0.651194494,0.130860878
山东,日照市,宁夏,银川,0.944119958,0,0,0,0,0,0
山东,日照市,安徽,合肥,0,0.711859911,0,0,0,0,0
山东,日照市,山东,德州,0.19097603,0.050100012,0.152345871,0.24936954,0.544522078,0.869199583,0.243036761
山东,日照市,山东,济南,0.232147131,0.035498827,0,0.963348616,0.251920257,0,0.064032173
山东,日照市,山东,济宁,0.931615463,0.18228259,0.882888483,0.592805832,0.549650024,0,0.221031629
山东,日照市,山东,青岛,0.457469582,0.189099205,0.963434602,0.014393994,0.310322169,0.323753842,0.804905739
山东,日照市,山西,临汾,0.119134595,0.026082248,0,0.063265367,0.447145484,0,0.499972453
山东,日照市,山西,大同,0.437940421,0.224686472,0.878084011,0.30795934,0.588387577,0,0.301280353
山东,日照市,山西,太原,0.869860553,0.474423645,0.299598762,0.833184739,0.171880879,0,0.078230297
山东,日照市,广东,东莞,0,0,0,0.279838488,0.214874802,0,0
山东,日照市,广东,佛山,0,0.349268838,0,0,0.484791933,0,0.151959381
山东,日照市,广东,广州,0.310899725,0.679077715,0.843060803,0.652700953,0.032303481,0.75337455,0.447857558
山东,日照市,广东,惠州,0,0,0.114613606,0.669473322,0,0,0
山东,日照市,广西,柳州,0,0,0,0,0,0.289822017,0
山东,日照市,新疆,乌鲁木齐,0,0,0,0,0,0,0.962588022
山东,日照市,江苏,南京,0,0,0,0.404151704,0,0,0
山东,日照市,江苏,南通,0,0.158095933,0,0,0,0,0
山东,日照市,江苏,宿迁,0,0,0,0.036331962,0,0.101683963,0.653585829
山东,日照市,江苏,泰州,0,0,0,0,0.11832652,0,0
山东,日照市,江苏,苏州,0.54243376,0.856613966,0,0.268379433,0.265487875,0,0.013735301
山东,日照市,江西,南昌,0,0.699977651,0,0,0.130419803,0,0
山东,日照市,河北,唐山,0.549832021,0.440352758,0.63506547,0.059489661,0.184398669,0,0.626215377
山东,日照市,河北,廊坊,0.32009377,0.688482263,0.77816633,0.922681256,0.205256528,0.065776752,0.136722446
山东,日照市,河北,张家口,0.153155367,0,0,0.7373298,0,0,0
山东,日照市,河北,石家庄,0.757601816,0.64628965,0.425538623,0.427563981,0.404956196,0.655150527,0.411041222
山东,日照市,河南,郑州,0,0.698796782,0,0,0.275518449,0,0
山东,日照市,河南,驻马店,0,0,0,0.818803253,0.626844113,0,0
山东,日照市,浙江,宁波,0.652031006,0.072202373,0.040677708,0.791336867,0.388828878,0,0.101064579
山东,日照市,浙江,杭州,0,0.826572411,0,0,0.118686709,0,0
山东,日照市,湖北,武汉,0.274725624,0.349414242,0.264833777,0.329953468,0.603521897,0.518521154,0.731816462
山东,日照市,湖北,荆州,0,0,0,0,0.959250464,0,0
山东,日照市,湖南,长沙,0,0,0,0.287623651,0,0,0
山东,日照市,福建,福州,0,0,0,0.135968657,0,0,0
山东,日照市,辽宁,大连,0,0.088459998,0,0,0,0,0
山东,日照市,辽宁,沈阳,0.157114015,0.297245245,0.450657084,0.863289237,0.151795035,0.541519072,0.988682411
山东,日照市,重庆,重庆,0.929826427,0.615068943,0.797401517,0,0.049016636,0,0.95302086
山东,日照市,陕西,西安,0.230746391,0.705117353,0.760113487,0.949801518,0.479710933,0.213420233,0.480650081
山东,日照市,香港,香港,0,0.133683894,0,0.958240291,0.256647228,0,0
山东,枣庄市,上海,上海,0.461449312,0.74570473,0.065725186,0.501613691,0.638406188,0.289301141,0.963006809
山东,枣庄市,内蒙古,呼和浩特,0.79528529,0.008770852,0,0.642737041,0.999286029,0.743245496,0.504106443
山东,枣庄市,北京,北京,0.804640063,0.623214306,0.085270766,0.891124053,0.016976471,0.018582205,0.608601729
山东,枣庄市,四川,德阳,0,0.770474782,0,0,0.177391399,0,0.481770908
山东,枣庄市,四川,成都,0.323221422,0.203191699,0.929989612,0.330930118,0,0.456146571,0.032650388
山东,枣庄市,天津,天津,0.53746035,0.177411098,0.387786737,0.915288947,0.637349022,0.59091981,0.897833865
山东,枣庄市,安徽,合肥,0.970911681,0,0,0,0,0,0
山东,枣庄市,山东,德州,0.760126978,0.648809252,0.051458291,0.125329392,0.3234633,0.644492876,0.348597033
山东,枣庄市,山东,济南,0.319394499,0.218577534,0,0.727200945,0.642726689,0,0.623221121
山东,枣庄市,山东,济宁,0.675087892,0.365935756,0.356286369,0.447347193,0.901272758,0.083885891,0.247250898
山东,枣庄市,山东,青岛,0.227949251,0.992458976,0.490047285,0.777161325,0.226560102,0.841256264,0.495804777
山东,枣庄市,山西,临汾,0.928428701,0.249021317,0,0.197204238,0.746530399,0,0.991802492
山东,枣庄市,山西,大同,0.123355586,0.278090215,0.273752354,0.807782487,0.779196986,0,0.46508893
山东,枣庄市,山西,太原,0.441971785,0.405060751,0.11208444,0.094862002,0.725937342,0,0.72181205
山东,枣庄市,广东,东莞,0,0,0,0.8572519,0.158544142,0,0
山东,枣庄市,广东,佛山,0,0.456124723,0,0.617519823,0.575847886,0,0.9440336
山东,枣庄市,广东,广州,0.745866495,0.280485235,0.909599537,0.310200046,0.066039255,0.058170412,0.651568685
山东,枣庄市,广东,惠州,0,0,0.584697616,0,0.25039506,0,0
山东,枣庄市,新疆,乌鲁木齐,0,0,0,0.196654628,0,0,0
山东,枣庄市,江苏,南京,0.362438781,0,0,0.167225603,0,0,0
山东,枣庄市,江苏,南通,0,0.910601722,0,0,0,0,0
山东,枣庄市,江苏,宿迁,0,0.556502314,0,0.163300505,0.540461134,0,0
山东,枣庄市,江苏,泰州,0.392152455,0,0,0.833753355,0.16259626,0,0
山东,枣庄市,江苏,苏州,0.322285413,0.494721714,0.074369386,0.693353593,0.610639282,0,0.064153672
山东,枣庄市,江西,南昌,0,0,0,0.635846057,0,0,0
山东,枣庄市,河北,保定,0,0,0,0.686852324,0,0,0
