inpro,incity,outpro,outcity,cargo
陕西,铜川市,海南,海口市,0.966018644
内蒙古,通辽市,海南,昌江县,0.387525855
吉林,白山市,海南,五指山市,0.806618691
四川,德阳市,海南,儋州市,0.177629664
河南,开封市,海南,定安县,0.389416734
湖北,咸宁市,海南,陵水县,0.675924659
湖北,襄阳市,海南,乐东县,0.983804294
湖南,益阳市,海南,琼中县,0.491518137
青海,果洛州,海南,东方市,0.995034776
吉林,延边州,海南,琼海市,0.692628505
天津,红桥区,海南,儋州市,0.962286085
江苏,淮安市,海南,临高县,0.199004062
海南,三沙市,海南,三沙市,0.858500534
贵州,毕节市,海南,五指山市,0.523105998
贵州,毕节市,海南,文昌市,0.187773419
黑龙江,绥化市,海南,东方市,0.613617608
内蒙古,巴彦淖尔市,海南,儋州市,0.160179806
山东,济南市,海南,三亚市,0.098920191
广西,北海市,海南,白沙县,0.039973045
江苏,连云港市,海南,万宁市,0.350682722
江苏,镇江市,海南,万宁市,0.106437225
内蒙古,呼伦贝尔市,海南,琼海市,0.694221545
广西,贵港市,海南,保亭县,0.750458689
重庆,九龙坡区,海南,东方市,0.734591587
广东,云浮市,海南,临高县,0.879318141
河北,保定市,海南,东方市,0.241442701
湖北,咸宁市,海南,定安县,0.262262312
贵州,贵阳市,海南,屯昌县,0.789705007
北京,房山区,海南,琼中县,0.193378654
天津,红桥区,海南,临高县,0.926567003
河南,平顶山市,海南,儋州市,0.502612883
河南,开封市,海南,儋州市,0.932618855
浙江,杭州市,海南,三沙市,0.232744917
湖南,邵阳市,海南,儋州市,0.568205394
北京,朝阳区,海南,文昌市,0.518729827
四川,乐山市,海南,屯昌县,0.048130123
天津,东丽区,海南,屯昌县,0.315903295
河北,秦皇岛市,海南,屯昌县,0.910220397
海南,临高县,海南,保亭县,0.186209837
湖北,黄冈市,海南,乐东县,0.085703229
甘肃,兰州市,海南,琼中县,0.581312074
四川,阿坝州,海南,保亭县,0.173597868
河北,唐山市,海南,临高县,0.227878177
湖南,湘西州,海南,五指山市,0.197714823
贵州,铜仁市,海南,琼海市,0.045808087
山东,泰安市,海南,琼中县,0.172321316
河南,焦作市,海南,万宁市,0.351270949
海南,五指山市,海南,乐东县,0.066985201
福建,厦门市,海南,保亭县,0.734037693
陕西,宝鸡市,海南,五指山市,0.757068571
黑龙江,绥化市,海南,三亚市,0.19554809
云南,昭通市,海南,临高县,0.867356871
山东,枣庄市,海南,海口市,0.797572185
河南,开封市,海南,白沙县,0.626202027
福建,泉州市,海南,三亚市,0.469506217
重庆,忠县,海南,定安县,0.348853059
黑龙江,哈尔滨市,海南,儋州市,0.997583317
内蒙古,包头市,海南,琼海市,0.703372607
北京,朝阳区,海南,陵水县,0.715207571
吉林,通化市,海南,儋州市,0.969792809
安徽,芜湖市,海南,白沙县,0.758005699
山东,滨州市,海南,临高县,0.958211899
河北,廊坊市,海南,五指山市,0.44359798
海南,东方市,海南,定安县,0.405115182
港澳,香港特别行政区,海南,东方市,0.573767722
贵州,黔南州,海南,琼中县,0.008872374
重庆,梁平区,海南,文昌市,0.676133045
重庆,秀山县,海南,琼海市,0.118989651
云南,文山州,海南,三亚市,0.812764289
天津,静海区,海南,定安县,0.456513782
广东,汕尾市,海南,海口市,0.909889265
广东,清远市,海南,定安县,0.191619214
河南,南阳市,海南,澄迈县,0.430890845
重庆,南川区,海南,琼海市,0.731473921
山东,东营市,海南,五指山市,0.382714425
江西,南昌市,海南,琼海市,0.232365435
湖北,黄冈市,海南,屯昌县,0.29246726
重庆,万州区,海南,保亭县,0.655274278
内蒙古,呼和浩特市,海南,陵水县,0.048104416
山东,济南市,海南,琼中县,0.541010504
湖南,衡阳市,海南,临高县,0.858720794
甘肃,金昌市,海南,澄迈县,0.323408185
福建,莆田市,海南,三亚市,0.18238734
重庆,城口县,海南,儋州市,0.180294981
重庆,彭水县,海南,白沙县,0.945849135
重庆,渝北区,海南,白沙县,0.632191105
陕西,商洛市,海南,儋州市,0.41406877
上海,金山区,海南,琼海市,0.883095544
山东,淄博市,海南,文昌市,0.523872304
江西,宜春市,海南,万宁市,0.731038827
湖南,常德市,海南,海口市,0.016234651
重庆,秀山县,海南,三沙市,0.399081866
青海,西宁市,海南,屯昌县,0.663776542
湖北,荆门市,海南,儋州市,0.322344388
甘肃,天水市,海南,三沙市,0.993849026
北京,通州区,海南,海口市,0.315469411
广西,来宾市,海南,陵水县,0.149534878
浙江,绍兴市,海南,陵水县,0.003780148
贵州,安顺市,海南,屯昌县,0.175010391
黑龙江,双鸭山市,海南,澄迈县,0.718001155
天津,和平区,海南,东方市,0.394240468
宁夏,银川市,海南,三沙市,0.114086452
广西,来宾市,海南,陵水县,0.204798195
贵州,遵义市,海南,三沙市,0.217249288
四川,资阳市,海南,澄迈县,0.127908424
安徽,淮北市,海南,文昌市,0.145930094
广西,柳州市,海南,临高县,0.105287331
贵州,毕节市,海南,儋州市,0.158151482
辽宁,大连市,海南,陵水县,0.185359706
重庆,綦江区,海南,五指山市,0.345415966
上海,浦东新区,海南,临高县,0.874972118
四川,德阳市,海南,乐东县,0.266779243
山东,潍坊市,海南,东方市,0.07685928
山东,青岛市,海南,澄迈县,0.855355224
山西,长治市,海南,陵水县,0.700559088
广东,汕尾市,海南,定安县,0.570323098
湖北,黄石市,海南,琼海市,0.194242586
甘肃,兰州市,海南,保亭县,0.182798673
甘肃,嘉峪关市,海南,三沙市,0.826101233
甘肃,平凉市,海南,乐东县,0.448410251
贵州,贵阳市,海南,临高县,0.662669951
黑龙江,伊春市,海南,澄迈县,0.708442492
北京,丰台区,海南,三沙市,0.871374562
天津,河东区,海南,万宁市,0.273971617
山东,烟台市,海南,琼中县,0.690270977
广东,潮州市,海南,三亚市,0.440667013
新疆,昆玉市,海南,东方市,0.418998922
新疆,石河子市,海南,陵水县,0.494460878
四川,达州市,海南,屯昌县,0.412517795
山东,潍坊市,海南,琼中县,0.487128086
广西,柳州市,海南,屯昌县,0.449126533
河北,保定市,海南,三亚市,0.334745006
重庆,沙坪坝区,海南,保亭县,0.491229746
重庆,璧山区,海南,万宁市,0.966382846
青海,海西州,海南,文昌市,0.893773152
新疆,吐鲁番地区,海南,文昌市,0.561860933
河南,新乡市,海南,海口市,0.045678416
云南,保山市,海南,万宁市,0.414238723
云南,昭通市,海南,海口市,0.187176834
云南,西双版纳州,海南,昌江县,0.271736322
北京,房山区,海南,琼海市,0.796571339
四川,自贡市,海南,三亚市,0.40143402
广东,河源市,海南,儋州市,0.468009223
河北,衡水市,海南,东方市,0.219483238
湖南,株洲市,海南,文昌市,0.372726045
重庆,忠县,海南,文昌市,0.889652326
江西,赣州市,海南,保亭县,0.873185834
湖南,衡阳市,海南,保亭县,0.164623238
重庆,沙坪坝区,海南,白沙县,0.429965193
云南,临沧市,海南,屯昌县,0.275229125
天津,大港区,海南,昌江县,0.369636618
山西,朔州市,海南,琼海市,0.097758742
新疆,阿拉尔市,海南,东方市,0.466047008
海南,白沙县,海南,澄迈县,0.595253129
湖北,荆州市,海南,万宁市,0.158563167
福建,莆田市,海南,三亚市,0.398251597
黑龙江,七台河市,海南,临高县,0.677708166
内蒙古,通辽市,海南,定安县,0.009141708
山东,威海市,海南,琼海市,0.654213411
江苏,镇江市,海南,定安县,0.569849837
甘肃,金昌市,海南,五指山市,0.591334331
辽宁,辽阳市,海南,临高县,0.681278168
黑龙江,牡丹江市,海南,琼中县,0.204848123
上海,奉贤区,海南,澄迈县,0.455889077
内蒙古,赤峰市,海南,白沙县,0.876953108
北京,东城区,海南,白沙县,0.988568787
北京,海淀区,海南,万宁市,0.557869214
宁夏,吴忠市,海南,琼中县,0.351784006
山东,东营市,海南,定安县,0.435273192
山东,德州市,海南,乐东县,0.420417601
甘肃,白银市,海南,乐东县,0.521776681
辽宁,锦州市,海南,三沙市,0.248469782
新疆,阿勒泰地区,海南,陵水县,0.950494022
海南,白沙县,海南,琼海市,0.778747967
湖北,咸宁市,海南,临高县,0.928634196
甘肃,临夏州,海南,白沙县,0.166690197
贵州,黔西南州,海南,昌江县,0.102722777
新疆,乌鲁木齐市,海南,东方市,0.063688348
江西,新余市,海南,东方市,0.790113809
河南,许昌市,海南,琼海市,0.929219302
河南,鹤壁市,海南,澄迈县,0.567220343
西藏,拉萨市,海南,文昌市,0.244902018
重庆,梁平区,海南,陵水县,0.800013616
重庆,石柱县,海南,五指山市,0.962464231
黑龙江,鸡西市,海南,陵水县,0.816544908
内蒙古,通辽市,海南,东方市,0.965130072
山东,日照市,海南,五指山市,0.799012955
海南,琼中县,海南,海口市,0.46702698
甘肃,平凉市,海南,五指山市,0.748438209
辽宁,大连市,海南,三沙市,0.675864239
重庆,北部新区,海南,保亭县,0.701528166
云南,丽江市,海南,昌江县,0.935042407
天津,宁河区,海南,保亭县,0.872192185
辽宁,丹东市,海南,定安县,0.545814347
陕西,铜川市,海南,五指山市,0.240160478
云南,曲靖市,海南,保亭县,0.243412498
天津,静海区,海南,临高县,0.826931443
新疆,铁门关市,海南,东方市,0.967689611
河北,邢台市,海南,陵水县,0.300328639
湖北,随州市,海南,陵水县,0.232077502
福建,南平市,海南,陵水县,0.014478449
内蒙古,兴安盟,海南,三亚市,0.724737684
四川,泸州市,海南,万宁市,0.643628212
四川,资阳市,海南,海口市,0.433711401
安徽,宣城市,海南,文昌市,0.746449165
山东,青岛市,海南,定安县,0.36093792
新疆,克孜勒苏柯尔克孜自治州,海南,文昌市,0.116439354
新疆,巴音郭楞州,海南,陵水县,0.167337355
海南,儋州市,海南,琼中县,0.819409876
重庆,潼南区,海南,儋州市,0.701490645
云南,红河州,海南,三亚市,0.224046
内蒙古,乌海市,海南,屯昌县,0.041713775
北京,大兴区,海南,昌江县,0.322571871
辽宁,铁岭市,海南,万宁市,0.294566049
重庆,酉阳县,海南,澄迈县,0.865394809
云南,昭通市,海南,昌江县,0.921518354
内蒙古,兴安盟,海南,屯昌县,0.965567347
北京,平谷区,海南,三亚市,0.970383357
湖南,常德市,海南,屯昌县,0.008707592
重庆,秀山县,海南,琼海市,0.460105324
天津,蓟州区,海南,陵水县,0.198207646
新疆,乌鲁木齐市,海南,儋州市,0.628340139
新疆,阿克苏地区,海南,海口市,0.253943395
重庆,荣昌区,海南,儋州市,0.462750056
云南,普洱市,海南,五指山市,0.663636385
安徽,亳州市,海南,万宁市,0.769809747
河北,衡水市,海南,保亭县,0.239237418
福建,南平市,海南,儋州市,0.92836227
陕西,榆林市,海南,文昌市,0.612677764
重庆,酉阳县,海南,保亭县,0.328606068
黑龙江,哈尔滨市,海南,海口市,0.113602628
吉林,白城市,海南,三亚市,0.435235142
四川,巴中市,海南,屯昌县,0.090597692
天津,北辰区,海南,儋州市,0.543281822
广东,河源市,海南,昌江县,0.948045701
重庆,酉阳县,海南,文昌市,0.312064844
天津,北辰区,海南,五指山市,0.429148952
海南,白沙县,海南,白沙县,0.845608955
宁夏,吴忠市,海南,三亚市,0.151133806
甘肃,临夏州,海南,澄迈县,0.751574431
青海,玉树州,海南,儋州市,0.732930983
四川,广元市,海南,定安县,0.815299978
天津,汉沽区,海南,文昌市,0.418689713
广东,深圳市,海南,文昌市,0.808864542
河北,张家口市,海南,昌江县,0.599089442
海南,昌江县,海南,儋州市,0.711288179
甘肃,平凉市,海南,琼海市,0.701923744
福建,泉州市,海南,琼中县,0.421616204
四川,甘孜州,海南,海口市,0.650503527
天津,河北区,海南,琼中县,0.67286839
宁夏,固原市,海南,定安县,0.367786583
福建,南平市,海南,海口市,0.313321368
重庆,璧山区,海南,临高县,0.09040804
重庆,长寿区,海南,琼海市,0.683657529
河北,石家庄市,海南,三亚市,0.201795636
浙江,金华市,海南,儋州市,0.873270687
湖北,咸宁市,海南,澄迈县,0.453214313
陕西,渭南市,海南,东方市,0.400320515
黑龙江,伊春市,海南,乐东县,0.528288052
四川,南充市,海南,昌江县,0.81055077
四川,绵阳市,海南,三亚市,0.057574638
安徽,黄山市,海南,琼海市,0.278851981
广西,玉林市,海南,海口市,0.990027632
河南,新乡市,海南,万宁市,0.702126071
辽宁,丹东市,海南,五指山市,0.330154899
重庆,璧山区,海南,乐东县,0.246703412
陕西,延安市,海南,三沙市,0.159727779
甘肃,临夏州,海南,乐东县,0.343036516
重庆,酉阳县,海南,东方市,0.879555465
陕西,宝鸡市,海南,琼海市,0.26790014
内蒙古,兴安盟,海南,琼海市,0.791053605
重庆,永川区,海南,文昌市,0.339152297
上海,松江区,海南,东方市,0.430466897
天津,和平区,海南,文昌市,0.003399951
安徽,宿州市,海南,乐东县,0.892675342
广东,中山市,海南,陵水县,0.564917688
广西,玉林市,海南,万宁市,0.31903818
黑龙江,黑河市,海南,乐东县,0.474746337
云南,楚雄州,海南,乐东县,0.693288382
云南,红河州,海南,白沙县,0.448972656
北京,怀柔区,海南,陵水县,0.12149926
天津,蓟州区,海南,三亚市,0.990274746
山东,潍坊市,海南,临高县,0.461776008
广西,河池市,海南,乐东县,0.683737639
河北,沧州市,海南,陵水县,0.675961549
湖北,武汉市,海南,万宁市,0.500372081
湖南,娄底市,海南,三亚市,0.388787545
青海,海南州,海南,东方市,0.136254953
内蒙古,锡林郭勒盟,海南,白沙县,0.936829007
重庆,武隆区,海南,澄迈县,0.235084749
黑龙江,绥化市,海南,儋州市,0.465219481
上海,青浦区,海南,东方市,0.451034514
广西,崇左市,海南,琼海市,0.981048144
浙江,温州市,海南,琼中县,0.707245131
福建,福州市,海南,昌江县,0.280991911
青海,黄南州,海南,澄迈县,0.691202798
江西,赣州市,海南,五指山市,0.015786589
河南,南阳市,海南,海口市,0.953652215
安徽,宿州市,海南,三亚市,0.508326748
广东,江门市,海南,保亭县,0.567786827
甘肃,定西市,海南,东方市,0.387240463
青海,果洛州,海南,乐东县,0.711878853
安徽,滁州市,海南,儋州市,0.172143318
新疆,克孜勒苏柯尔克孜自治州,海南,陵水县,0.035944024
海南,三亚市,海南,澄迈县,0.822075402
海南,昌江县,海南,五指山市,0.496896739
重庆,北部新区,海南,儋州市,0.967847442
黑龙江,大庆市,海南,万宁市,0.731067074
四川,眉山市,海南,文昌市,0.402787925
安徽,亳州市,海南,海口市,0.994542428
山西,阳泉市,海南,海口市,0.134385862
新疆,阿拉尔市,海南,陵水县,0.352854297
湖南,株洲市,海南,白沙县,0.30876581
贵州,黔东南州,海南,屯昌县,0.303848086
黑龙江,黑河市,海南,文昌市,0.482332071
内蒙古,呼和浩特市,海南,三亚市,0.709476586
安徽,安庆市,海南,临高县,0.277551381
安徽,滁州市,海南,文昌市,0.701967604
湖南,邵阳市,海南,临高县,0.479585859
重庆,沙坪坝区,海南,澄迈县,0.080045401
广东,东莞市,海南,儋州市,0.196106001
重庆,荣昌区,海南,昌江县,0.807093008
吉林,延边州,海南,文昌市,0.011836536
河北,邯郸市,海南,保亭县,0.790300806
上海,奉贤区,海南,文昌市,0.797211034
江西,新余市,海南,万宁市,0.709360559
青海,西宁市,海南,澄迈县,0.202036461
吉林,四平市,海南,海口市,0.274179028
四川,眉山市,海南,琼中县,0.516292305
广西,河池市,海南,定安县,0.472277235
新疆,塔城地区,海南,定安县,0.028811166
湖北,十堰市,海南,临高县,0.260355594
甘肃,白银市,海南,三亚市,0.908273081
上海,崇明区,海南,万宁市,0.455824577
内蒙古,兴安盟,海南,临高县,0.357182116
广东,东莞市,海南,白沙县,0.210069675
广东,潮州市,海南,琼中县,0.524228054
河南,鹤壁市,海南,昌江县,0.574748047
陕西,咸阳市,海南,白沙县,0.546295783
山西,运城市,海南,乐东县,0.719548989
广东,茂名市,海南,琼中县,0.334126141
广西,北海市,海南,万宁市,0.178813204
宁夏,银川市,海南,屯昌县,0.400970606
河南,南阳市,海南,文昌市,0.660535721
北京,海淀区,海南,陵水县,0.041746066
天津,红桥区,海南,海口市,0.323654081
安徽,安庆市,海南,澄迈县,0.860313103
安徽,安庆市,海南,琼海市,0.024740493
浙江,宁波市,海南,海口市,0.487277811
贵州,黔西南州,海南,万宁市,0.548043146
辽宁,阜新市,海南,定安县,0.200927169
重庆,城口县,海南,陵水县,0.173877521
辽宁,大连市,海南,昌江县,0.716897942
辽宁,辽阳市,海南,海口市,0.165977646
重庆,北碚区,海南,定安县,0.774063246
河南,信阳市,海南,临高县,0.804492661
河南,南阳市,海南,海口市,0.192188754
湖北,武汉市,海南,临高县,0.889258531
陕西,渭南市,海南,定安县,0.605480647
四川,广元市,海南,屯昌县,0.827102308
山东,临沂市,海南,白沙县,0.453491196
山东,日照市,海南,临高县,0.658667046
广东,茂名市,海南,定安县,0.753027078
广西,梧州市,海南,陵水县,0.379182889
西藏,山南地区,海南,临高县,0.380230411
重庆,南岸区,海南,东方市,0.672270901
上海,闸北区,海南,文昌市,0.474677504
北京,朝阳区,海南,三亚市,0.862284306
吉林,延边州,海南,东方市,0.896812764
山西,运城市,海南,琼中县,0.847958775
港澳,澳门特别行政区,海南,琼中县,0.734285354
重庆,南岸区,海南,保亭县,0.578013414
重庆,南川区,海南,澄迈县,0.546515461
黑龙江,齐齐哈尔市,海南,屯昌县,0.392738008
云南,昭通市,海南,昌江县,0.635013294
内蒙古,呼和浩特市,海南,五指山市,0.370615422
北京,顺义区,海南,屯昌县,0.325786545
四川,乐山市,海南,临高县,0.905706744
安徽,合肥市,海南,万宁市,0.399612404
新疆,吐鲁番地区,海南,琼海市,0.449681023
新疆,昆玉市,海南,五指山市,0.856820436
福建,泉州市,海南,定安县,0.824243768
贵州,毕节市,海南,保亭县,0.162575399
安徽,宣城市,海南,三沙市,0.688041311
湖北,潜江市,海南,澄迈县,0.490399996
福建,宁德市,海南,琼中县,0.653044744
福建,漳州市,海南,临高县,0.479053503
重庆,沙坪坝区,海南,三沙市,0.072846505
上海,静安区,海南,临高县,0.77046206
天津,红桥区,海南,保亭县,0.568078555
湖北,随州市,海南,琼海市,0.974424755
云南,文山州,海南,万宁市,0.064771627
四川,内江市,海南,定安县,0.376036118
天津,和平区,海南,澄迈县,0.415986384
安徽,滁州市,海南,琼中县,0.723677291
山东,济宁市,海南,文昌市,0.055401934
广西,南宁市,海南,琼海市,0.142305727
新疆,克拉玛依市,海南,澄迈县,0.413263007
河南,濮阳市,海南,琼中县,0.344466845
四川,阿坝州,海南,儋州市,0.227757289
内蒙古,阿拉善盟,海南,琼中县,0.174128105
北京,延庆区,海南,五指山市,0.60770568
北京,门头沟,海南,三沙市,0.885289278
天津,静海区,海南,五指山市,0.710365625
山东,威海市,海南,昌江县,0.581826111
广西,贺州市,海南,儋州市,0.619393354
内蒙古,包头市,海南,海口市,0.651899595
四川,攀枝花市,海南,陵水县,0.723783464
天津,和平区,海南,琼中县,0.478011627
湖北,襄阳市,海南,三亚市,0.461913687
重庆,云阳县,海南,陵水县,0.810637315
重庆,高新区,海南,昌江县,0.209819867
黑龙江,齐齐哈尔市,海南,保亭县,0.68909406
云南,丽江市,海南,五指山市,0.947061424
云南,迪庆州,海南,昌江县,0.813901095
安徽,淮北市,海南,琼海市,0.005805667
广东,广州市,海南,保亭县,0.699713953
广东,惠州市,海南,昌江县,0.186753661
海南,五指山市,海南,白沙县,0.720875076
青海,海西州,海南,三亚市,0.244666587
云南,德宏州,海南,昌江县,0.364839804
江苏,宿迁市,海南,琼海市,0.840074692
河北,张家口市,海南,文昌市,0.869240204
河南,漯河市,海南,白沙县,0.537425934
贵州,黔西南州,海南,屯昌县,0.371614219
安徽,黄山市,海南,三亚市,0.365368887
山西,运城市,海南,三亚市,0.385228468
广东,梅州市,海南,临高县,0.06625098
浙江,绍兴市,海南,乐东县,0.271638263
贵州,毕节市,海南,保亭县,0.117691649
贵州,黔东南州,海南,儋州市,0.071258105
辽宁,辽阳市,海南,文昌市,0.712367078
安徽,淮南市,海南,琼中县,0.69915868
江苏,常州市,海南,五指山市,0.445805108
湖北,神农架林区,海南,白沙县,0.627073502
内蒙古,巴彦淖尔市,海南,文昌市,0.141187304
天津,塘沽区,海南,海口市,0.32790254
广西,来宾市,海南,保亭县,0.221386978
新疆,克拉玛依市,海南,琼海市,0.053956935
安徽,阜阳市,海南,东方市,0.533782991
广西,崇左市,海南,临高县,0.275019284
江苏,苏州市,海南,澄迈县,0.157089829
甘肃,庆阳市,海南,白沙县,0.192341983
甘肃,白银市,海南,乐东县,0.179836243
云南,红河州,海南,海口市,0.289806519
安徽,淮北市,海南,海口市,0.433634112
山东,莱芜市,海南,琼海市,0.638449195
新疆,乌鲁木齐市,海南,三亚市,0.652138315
海南,五指山市,海南,屯昌县,0.942605533
北京,平谷区,海南,东方市,0.27048487
山东,菏泽市,海南,临高县,0.119840317
湖北,武汉市,海南,海口市,0.754947597
重庆,北碚区,海南,海口市,0.693709936
重庆,璧山区,海南,屯昌县,0.823467975
陕西,咸阳市,海南,乐东县,0.739172544
青海,海南州,海南,东方市,0.99279501
广西,玉林市,海南,琼海市,0.770651906
江西,上饶市,海南,文昌市,0.08781711
浙江,丽水市,海南,昌江县,0.567744077
海南,昌江县,海南,屯昌县,0.785886359
湖北,孝感市,海南,三亚市,0.596063423
陕西,西安市,海南,琼海市,0.908606466
云南,曲靖市,海南,万宁市,0.353342131
云南,曲靖市,海南,昌江县,0.868400967
吉林,四平市,海南,五指山市,0.884553418
四川,攀枝花市,海南,澄迈县,0.016366862
四川,达州市,海南,白沙县,0.25082028
山东,临沂市,海南,东方市,0.062396397
山东,聊城市,海南,定安县,0.744570286
新疆,昆玉市,海南,保亭县,0.875759571
甘肃,张掖市,海南,临高县,0.768553105
甘肃,酒泉市,海南,琼中县,0.183467799
贵州,遵义市,海南,临高县,0.426823286
重庆,黔江区,海南,五指山市,0.457244654
上海,浦东新区,海南,澄迈县,0.169279363
四川,凉山州,海南,昌江县,0.787039584
四川,绵阳市,海南,保亭县,0.173901151
天津,蓟州区,海南,临高县,0.830909994
港澳,香港特别行政区,海南,屯昌县,0.367211306
重庆,渝中区,海南,昌江县,0.518910222
上海,奉贤区,海南,五指山市,0.40477359
云南,楚雄州,海南,文昌市,0.99782206
山东,莱芜市,海南,三沙市,0.618355904
浙江,杭州市,海南,屯昌县,0.259472596
湖南,张家界市,海南,白沙县,0.582985007
广东,深圳市,海南,屯昌县,0.338331248
新疆,五家渠市,海南,白沙县,0.990231154
上海,普陀区,海南,保亭县,0.850318667
安徽,亳州市,海南,三亚市,0.850354798
山西,吕梁市,海南,万宁市,0.269973631
广西,梧州市,海南,屯昌县,0.694534241
河南,开封市,海南,陵水县,0.048484226
湖北,黄石市,海南,五指山市,0.450548023
福建,莆田市,海南,五指山市,0.433750312
青海,果洛州,海南,东方市,0.36041105
青海,海南州,海南,定安县,0.125796045
河南,漯河市,海南,三沙市,0.264632193
西藏,山南地区,海南,陵水县,0.483424844
上海,青浦区,海南,万宁市,0.29535651
北京,朝阳区,海南,海口市,0.236487307
江苏,宿迁市,海南,琼中县,0.544447609
河北,廊坊市,海南,定安县,0.111401954
海南,临高县,海南,保亭县,0.169708131
重庆,大足区,海南,澄迈县,0.705097089
四川,绵阳市,海南,五指山市,0.728819669
宁夏,吴忠市,海南,定安县,0.662157631
宁夏,石嘴山市,海南,儋州市,0.101513953
山东,淄博市,海南,三沙市,0.303582391
江苏,扬州市,海南,定安县,0.804902103
河北,沧州市,海南,陵水县,0.352460169
福建,泉州市,海南,海口市,0.338280154
福建,龙岩市,海南,海口市,0.845015092
重庆,梁平区,海南,临高县,0.14657894
陕西,咸阳市,海南,保亭县,0.306116979
四川,宜宾市,海南,琼中县,0.77064867
重庆,长寿区,海南,东方市,0.860505906
四川,自贡市,海南,白沙县,0.593905377
安徽,滁州市,海南,琼海市,0.811126096
新疆,哈密地区,海南,乐东县,0.27580097
新疆,昌吉州,海南,屯昌县,0.772914665
海南,定安县,海南,三亚市,0.438777442
海南,琼海市,海南,三沙市,0.586357763
湖北,黄冈市,海南,乐东县,0.885990841
福建,漳州市,海南,澄迈县,0.340869061
福建,龙岩市,海南,三亚市,0.927993208
山东,菏泽市,海南,琼海市,0.066827999
浙江,嘉兴市,海南,三亚市,0.516706204
江苏,连云港市,海南,昌江县,0.890931248
江苏,连云港市,海南,临高县,0.326512598
江西,景德镇市,海南,白沙县,0.510529968
辽宁,阜新市,海南,定安县,0.879146603
上海,青浦区,海南,澄迈县,0.256397595
四川,南充市,海南,昌江县,0.881512101
河南,三门峡市,海南,陵水县,0.365668036
湖北,黄冈市,海南,东方市,0.560080609
上海,嘉定区,海南,白沙县,0.364117845
广东,肇庆市,海南,昌江县,0.020494471
广西,河池市,海南,临高县,0.382485807
浙江,杭州市,海南,三沙市,0.174868598
云南,大理州,海南,屯昌县,0.284129169
山东,枣庄市,海南,琼海市,0.772033445
河南,新乡市,海南,琼中县,0.357434046
河南,郑州市,海南,琼海市,0.768777682
浙江,衢州市,海南,万宁市,0.013778621
湖南,常德市,海南,保亭县,0.242050897
云南,昭通市,海南,定安县,0.348545276
新疆,哈密地区,海南,白沙县,0.708272011
江西,赣州市,海南,保亭县,0.759936173
甘肃,兰州市,海南,万宁市,0.271199379
上海,长宁区,海南,乐东县,0.532396397
安徽,六安市,海南,定安县,0.88598429
安徽,淮北市,海南,文昌市,0.336059188
广西,崇左市,海南,澄迈县,0.134051243
新疆,塔城地区,海南,昌江县,0.094527172
重庆,铜梁区,海南,儋州市,0.977237702
内蒙古,赤峰市,海南,海口市,0.5001901
四川,内江市,海南,万宁市,0.673085823
安徽,滁州市,海南,东方市,0.149671637
山西,朔州市,海南,琼中县,0.225287257
江西,景德镇市,海南,澄迈县,0.16302118
海南,文昌市,海南,定安县,0.409568592
上海,奉贤区,海南,陵水县,0.177305754
北京,朝阳区,海南,琼中县,0.074003315
江苏,盐城市,海南,保亭县,0.99661705
河南,许昌市,海南,乐东县,0.38888938
湖南,株洲市,海南,三亚市,0.602568792
重庆,城口县,海南,文昌市,0.948578417
黑龙江,双鸭山市,海南,定安县,0.320190438
黑龙江,黑河市,海南,陵水县,0.405590128
内蒙古,赤峰市,海南,保亭县,0.564620275
安徽,黄山市,海南,琼海市,0.860119765
江西,抚州市,海南,五指山市,0.129463016
辽宁,阜新市,海南,三亚市,0.023054801
重庆,武隆区,海南,临高县,0.093257681
重庆,石柱县,海南,白沙县,0.647596306
黑龙江,佳木斯市,海南,万宁市,0.176209001
黑龙江,哈尔滨市,海南,儋州市,0.392187208
云南,红河州,海南,文昌市,0.100729949
吉林,辽源市,海南,乐东县,0.588068794
广西,柳州市,海南,琼海市,0.326182709
西藏,那曲地区,海南,白沙县,0.83497628
贵州,遵义市,海南,昌江县,0.739423169
黑龙江,双鸭山市,海南,乐东县,0.387929464
广东,梅州市,海南,琼中县,0.078904546
广东,阳江市,海南,琼海市,0.455771638
浙江,湖州市,海南,儋州市,0.342262055
海南,琼中县,海南,临高县,0.272351225
甘肃,临夏州,海南,文昌市,0.796355086
云南,普洱市,海南,屯昌县,0.801803068
天津,西青区,海南,五指山市,0.866605554
山东,枣庄市,海南,白沙县,0.725479934
江苏,苏州市,海南,文昌市,0.782174619
江西,萍乡市,海南,屯昌县,0.555578366
青海,海西州,海南,琼中县,0.201855394
山东,日照市,海南,琼中县,0.750549756
广东,韶关市,海南,定安县,0.985361756
江西,新余市,海南,乐东县,0.917488833
海南,五指山市,海南,乐东县,0.932615383
海南,澄迈县,海南,三沙市,0.064434951
湖南,邵阳市,海南,保亭县,0.035052496
甘肃,白银市,海南,临高县,0.711192681
黑龙江,大兴安岭地区,海南,乐东县,0.66587166
安徽,黄山市,海南,澄迈县,0.049194436
新疆,博尔塔拉州,海南,海口市,0.786872802
湖北,孝感市,海南,乐东县,0.347230182
甘肃,庆阳市,海南,定安县,0.466928045
重庆,璧山区,海南,陵水县,0.850236506
上海,松江区,海南,海口市,0.963820248
内蒙古,包头市,海南,儋州市,0.619124905
河南,漯河市,海南,文昌市,0.037456955
